Index;Logradouro;Numero;Complemento;Valor_Avaliacao;Bairro;Ano_Construcao;Area_Terreno;Area_Construida;Padrao_Acabamento;Tipo_Construcao;Tipo_Ocupacao;Data_Transacao;Estado_Conservacao;Tipo_Imovel;Ano;Região;Mes
13289;Rua Izabel Magalhaes;128;Apto 804 Edf. Porto Do Mar;234187;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13290;Rua Izabel Magalhaes;128;Apto 103 Edf. Porto Do Mar;224110;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-20;Bom;Apartamento;2021;Sul;Dezembro
13291;Rua Izabel Magalhaes;128;Apto 203 Edf. Porto Do Mar;225523;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-20;Bom;Apartamento;2021;Sul;Dezembro
13292;Rua Izabel Magalhaes;128;Apto 1002 Edf. Porto Do Mar;249000;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-23;Bom;Apartamento;2021;Sul;Agosto
13293;Rua Izabel Magalhaes;128;Apto 503 Edf. Porto Do Mar;253000;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-24;Bom;Apartamento;2021;Sul;Março
13294;Rua Izabel Magalhaes;128;Apto 305 Edf. Porto Do Mar;226944;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-19;Bom;Apartamento;2021;Sul;Outubro
13295;Rua Izabel Magalhaes;128;Apto 602 Edf. Porto Do Mar;231262;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-14;Bom;Apartamento;2021;Sul;Abril
13296;Rua Izabel Magalhaes;128;Apto 806 Edf. Porto Do Mar;338785;Boa Viagem;2015;1898.0;98.17;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-25;Bom;Apartamento;2021;Sul;Janeiro
13297;Rua Izabel Magalhaes;128;Apto 1004 Edf. Porto Do Mar;237148;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-30;Bom;Apartamento;2021;Sul;Julho
13298;Rua Izabel Magalhaes;128;Apto 1204 Edf. Porto Do Mar;240147;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-06;Bom;Apartamento;2021;Sul;Outubro
13299;Rua Izabel Magalhaes;128;Apto 1303 Edf. Porto Do Mar;260000;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-19;Bom;Apartamento;2021;Sul;Fevereiro
13300;Rua Izabel Magalhaes;128;Apto 1503 Edf. Porto Do Mar;244716;Boa Viagem;2015;1898.0;61.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-29;Bom;Apartamento;2021;Sul;Março
13301;Rua Izabel Magalhaes;128;Apto 1806 Edf. Porto Do Mar;360753;Boa Viagem;2015;1898.0;98.17;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-29;Bom;Apartamento;2021;Sul;Abril
13302;Rua Visconde De Jequitinhonha;1294;Apto 601 Edf Paula Malvina Rodrigues;407550;Boa Viagem;2011;831.0;98.5;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-25;Bom;Apartamento;2021;Sul;Outubro
13303;Rua Visconde De Jequitinhonha;1294;Apto 602 Edf Paula Malvina Rodrigues;440000;Boa Viagem;2011;831.0;97.18;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-25;Bom;Apartamento;2021;Sul;Janeiro
13304;Rua Visconde De Jequitinhonha;1294;Apto 501 Edf Paula Malvina Rodrigues;420000;Boa Viagem;2011;831.0;98.5;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-08;Bom;Apartamento;2021;Sul;Janeiro
13305;Rua Visconde De Jequitinhonha;1340;Nan;660130;Boa Viagem;1997;441.54;239.61;Médio;Casa;Comercial;2021-07-07;Bom;Casa;2021;Sul;Julho
13306;Rua Visconde De Jequitinhonha;1340;Nan;660130;Boa Viagem;1997;441.54;239.61;Médio;Casa;Comercial;2021-07-07;Bom;Casa;2021;Sul;Julho
13307;Rua Visconde De Jequitinhonha;1340;Nan;539869;Boa Viagem;1997;441.54;239.61;Médio;Casa;Comercial;2021-12-13;Bom;Casa;2021;Sul;Dezembro
13308;Rua Visconde De Jequitinhonha;1340;Nan;539869;Boa Viagem;1997;441.54;239.61;Médio;Casa;Comercial;2021-12-13;Bom;Casa;2021;Sul;Dezembro
13309;Rua Visconde De Jequitinhonha;1370;Apto 0301 Edf Belize;823000;Boa Viagem;1996;852.9;305.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-01;Bom;Apartamento;2021;Sul;Março
13310;Rua Visconde De Jequitinhonha;1370;Apto 1101 Edf Belize;870000;Boa Viagem;1996;852.9;305.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-19;Bom;Apartamento;2021;Sul;Abril
13311;Rua Visconde De Jequitinhonha;1370;Apto 0601 Edf Belize;838000;Boa Viagem;1996;852.9;305.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-09;Bom;Apartamento;2021;Sul;Setembro
13312;Rua Visconde De Jequitinhonha;1400;Apto 0202 Edf Brixta;300000;Boa Viagem;1975;514.18;125.16;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-05-08;Bom;Apartamento;2021;Sul;Maio
13313;Rua Dr Luiz Inacio Pessoa De Melo;276;Apto 0302 Edf Dona Irene;549000;Boa Viagem;1991;1337.91;215.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-28;Bom;Apartamento;2021;Sul;Abril
13314;Rua Dr Luiz Inacio Pessoa De Melo;276;Apto 0501 Edf Dona Irene;641000;Boa Viagem;1991;1337.91;215.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-11;Bom;Apartamento;2021;Sul;Fevereiro
13315;Rua Dr Luiz Inacio Pessoa De Melo;276;Apto 0902 Edf Dona Irene;559000;Boa Viagem;1991;1337.91;215.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-19;Bom;Apartamento;2021;Sul;Fevereiro
13316;Rua Dr Luiz Inacio Pessoa De Melo;276;Apto 0702 Edf Dona Irene;680000;Boa Viagem;1991;1337.91;215.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-04;Bom;Apartamento;2021;Sul;Agosto
13317;Rua Professor Augusto Lins E Silva;383;Apto 704 Edf Castelo De Blois;466628;Boa Viagem;2007;1286.96;126.13;Médio;Apartamento > 4 Pavimentos;Residencial;2021-07-07;Bom;Apartamento;2021;Sul;Julho
13318;Rua Professor Augusto Lins E Silva;383;Apto 1102 Edf Castelo De Blois;567384;Boa Viagem;2007;1286.96;156.19;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-01;Bom;Apartamento;2021;Sul;Novembro
13319;Rua Professor Augusto Lins E Silva;345;Apto 104 Edf Costa Pacífica;261598;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-04;Bom;Apartamento;2021;Sul;Janeiro
13320;Rua Professor Augusto Lins E Silva;345;Apto 504 Edf Costa Pacífica;268256;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-07;Bom;Apartamento;2021;Sul;Maio
13321;Rua Professor Augusto Lins E Silva;345;Apto 504 Edf Costa Pacífica;268256;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-06;Bom;Apartamento;2021;Sul;Maio
13322;Rua Professor Augusto Lins E Silva;345;Apto 504 Edf Costa Pacífica;288000;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-06;Bom;Apartamento;2021;Sul;Setembro
13323;Rua Professor Augusto Lins E Silva;345;Apto 901 Edf Costa Pacífica;302400;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-02;Bom;Apartamento;2021;Sul;Dezembro
13324;Rua Professor Augusto Lins E Silva;345;Apto 1404 Edf Costa Pacífica;300000;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-15;Bom;Apartamento;2021;Sul;Abril
13325;Rua Professor Augusto Lins E Silva;345;Apto 2203 Edf Costa Pacífica;340000;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-23;Bom;Apartamento;2021;Sul;Novembro
13326;Rua Professor Augusto Lins E Silva;345;Apto 2403 Edf Costa Pacífica;350278;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-26;Bom;Apartamento;2021;Sul;Abril
13327;Rua Professor Augusto Lins E Silva;345;Apto 204 Edf Costa Pacífica;300000;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-02;Bom;Apartamento;2021;Sul;Fevereiro
13328;Rua Professor Augusto Lins E Silva;345;Apto 604 Edf Costa Pacífica;269947;Boa Viagem;2010;1236.0;69.55;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-09;Bom;Apartamento;2021;Sul;Junho
13329;Rua Professor Augusto Lins E Silva;345;Apto 1203 Edf Costa Pacífica;324840;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-15;Bom;Apartamento;2021;Sul;Julho
13330;Rua Professor Augusto Lins E Silva;345;Apto 1902 Edf Costa Pacífica;339445;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-15;Bom;Apartamento;2021;Sul;Março
13331;Rua Professor Augusto Lins E Silva;345;Apto 2303 Edf Costa Pacífica;348084;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13332;Rua Professor Augusto Lins E Silva;345;Apto 2303 Edf Costa Pacífica;348084;Boa Viagem;2010;1236.0;83.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13333;Av Vinte De Janeiro;496;Apto 0302 Edf Diana - Bloco B;302000;Boa Viagem;1981;1262.0;126.58;Médio;Apartamento <= 4 Pavimentos;Residencial;2021-07-20;Bom;Apartamento;2021;Sul;Julho
13334;Rua Sideral;686;Apto 0501 Edf Ipanema;340000;Boa Viagem;1980;480.0;131.07;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-01;Bom;Apartamento;2021;Sul;Abril
13335;Rua Sideral;560;Apto 0201 Edf Virginia;280000;Boa Viagem;1980;440.0;163.17;Médio;Apartamento <= 4 Pavimentos;Residencial;2021-06-28;Bom;Apartamento;2021;Sul;Junho
13336;Rua Sideral;430;Apto 0102 Edf Nicola Arcuri;276000;Boa Viagem;1983;560.0;153.93;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-10-06;Bom;Apartamento;2021;Sul;Outubro
13337;Rua Camboim;571;Apto 0201 Edf Vera Lúcia;280000;Boa Viagem;1984;1170.0;115.59;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-08;Bom;Apartamento;2021;Sul;Novembro
13338;Rua Camboim;571;Apto 0401 Edf Vera Lúcia;350000;Boa Viagem;1984;1170.0;115.59;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-07;Bom;Apartamento;2021;Sul;Outubro
13339;Rua Cruzeiro Do Forte;321;Apto 0102 Edf Eunice Morais;200000;Boa Viagem;1983;480.0;92.4;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-06-08;Bom;Apartamento;2021;Sul;Junho
13340;Rua Cruzeiro Do Forte;311;Apto 0303 Edf Cruzeiro Do Forte;215000;Boa Viagem;1983;480.0;111.24;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13341;Rua Cruzeiro Do Forte;311;Apto 0201 Edf Cruzeiro Do Forte;280000;Boa Viagem;1983;480.0;111.24;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-11-05;Bom;Apartamento;2021;Sul;Novembro
13342;Rua Cruzeiro Do Forte;211;Apto 101 Edf Celta;255000;Boa Viagem;2004;920.0;117.97;Médio;Apartamento <= 4 Pavimentos;Residencial;2021-08-06;Bom;Apartamento;2021;Sul;Agosto
13343;Rua Cruzeiro Do Forte;211;Apto 201 Edf Celta;240000;Boa Viagem;2004;920.0;117.97;Médio;Apartamento <= 4 Pavimentos;Residencial;2021-03-26;Bom;Apartamento;2021;Sul;Março
13344;Rua Sideral;184;Apto 0301 Edf Duque Bacelar;275000;Boa Viagem;1984;960.0;90.66;Simples;Apartamento > 4 Pavimentos;Residencial;2021-06-07;Bom;Apartamento;2021;Sul;Junho
13345;Rua Sideral;184;Apto 0701 Edf Duque Bacelar;250000;Boa Viagem;1984;960.0;90.66;Simples;Apartamento > 4 Pavimentos;Residencial;2021-10-28;Bom;Apartamento;2021;Sul;Outubro
13346;Rua Sideral;210;Apto 0101 Edf. Diomedes;188840;Boa Viagem;1983;480.0;82.65;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-11-22;Bom;Apartamento;2021;Sul;Novembro
13347;Rua Sideral;238;Apto 0201 Edf Guarujá;245834;Boa Viagem;1972;480.0;99.74;Simples;Apartamento > 4 Pavimentos;Residencial;2021-12-01;Bom;Apartamento;2021;Sul;Dezembro
13348;Rua Sideral;268;Apto 0101 Edf Lotus;190369;Boa Viagem;1984;480.0;78.55;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-04-26;Bom;Apartamento;2021;Sul;Abril
13349;Rua Sideral;320;Apto 0201 Edf Santo Antônio De Pádua;215000;Boa Viagem;1981;480.0;119.98;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-05-04;Bom;Apartamento;2021;Sul;Maio
13350;Rua Izabel Magalhaes;127;Apto 0301 Edf Castelo De Amboise;541204;Boa Viagem;2002;780.0;155.04;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-01;Bom;Apartamento;2021;Sul;Fevereiro
13351;Rua Izabel Magalhaes;127;Apto 1501 Edf Castelo De Amboise;631838;Boa Viagem;2002;780.0;171.29;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-15;Bom;Apartamento;2021;Sul;Dezembro
13352;Rua Izabel Magalhaes;127;Apto 1602 Edf Castelo De Amboise;635820;Boa Viagem;2002;780.0;171.29;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-27;Bom;Apartamento;2021;Sul;Agosto
13353;Rua Izabel Magalhaes;93;Apto 403 Edf Porto Das Palmeiras;342292;Boa Viagem;2013;714.96;85.2;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-26;Bom;Apartamento;2021;Sul;Outubro
13354;Rua Izabel Magalhaes;93;Apto 602 Edf Porto Das Palmeiras;360000;Boa Viagem;2013;714.96;85.2;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-14;Bom;Apartamento;2021;Sul;Outubro
13355;Rua Izabel Magalhaes;93;Apto 804 Edf Porto Das Palmeiras;404445;Boa Viagem;2013;714.96;101.78;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-29;Bom;Apartamento;2021;Sul;Novembro
13356;Rua Izabel Magalhaes;93;Apto 901 Edf Porto Das Palmeiras;415000;Boa Viagem;2013;714.96;101.78;Médio;Apartamento > 4 Pavimentos;Residencial;2021-09-20;Bom;Apartamento;2021;Sul;Setembro
13357;Rua Izabel Magalhaes;51;Apto 1602 Golden Gate;436241;Boa Viagem;2005;1596.25;116.52;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-30;Bom;Apartamento;2021;Sul;Julho
13358;Rua Izabel Magalhaes;51;Apto 1602 Golden Gate;500393;Boa Viagem;2005;1596.25;116.52;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-29;Bom;Apartamento;2021;Sul;Outubro
13359;Rua Izabel Magalhaes;51;Apto 204 Golden Gate;316170;Boa Viagem;2005;1596.25;86.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-06;Bom;Apartamento;2021;Sul;Julho
13360;Rua Izabel Magalhaes;51;Apto 305 Golden Gate;465318;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-30;Bom;Apartamento;2021;Sul;Março
13361;Rua Izabel Magalhaes;51;Apto 403 Golden Gate;320168;Boa Viagem;2005;1596.25;86.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-26;Bom;Apartamento;2021;Sul;Agosto
13362;Rua Izabel Magalhaes;51;Apto 905 Golden Gate;483194;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-19;Bom;Apartamento;2021;Sul;Fevereiro
13363;Rua Izabel Magalhaes;51;Apto 1205 Golden Gate;492388;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-12;Bom;Apartamento;2021;Sul;Maio
13364;Rua Izabel Magalhaes;51;Apto 1302 Golden Gate;445000;Boa Viagem;2005;1596.25;116.52;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-25;Bom;Apartamento;2021;Sul;Junho
13365;Rua Izabel Magalhaes;51;Apto 1305 Golden Gate;495491;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-16;Bom;Apartamento;2021;Sul;Setembro
13366;Rua Izabel Magalhaes;51;Apto 1503 Golden Gate;343078;Boa Viagem;2005;1596.25;86.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-19;Bom;Apartamento;2021;Sul;Novembro
13367;Rua Izabel Magalhaes;51;Apto 1505 Golden Gate;501757;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-22;Bom;Apartamento;2021;Sul;Dezembro
13368;Rua Izabel Magalhaes;51;Apto 1505 Golden Gate;501757;Boa Viagem;2005;1596.25;139.98;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13369;Rua Izabel Magalhaes;51;Apto 1803 Golden Gate;349606;Boa Viagem;2005;1596.25;86.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-13;Bom;Apartamento;2021;Sul;Setembro
13370;Rua Professor Augusto Lins E Silva;420;Apto 0202 Edf Érico Veríssimo;459000;Boa Viagem;1977;914.5;179.69;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-12;Bom;Apartamento;2021;Sul;Novembro
13371;Rua Professor Augusto Lins E Silva;454;Apto 0402 Edf Cícero Sales;448000;Boa Viagem;1993;813.25;173.18;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-27;Bom;Apartamento;2021;Sul;Outubro
13372;Rua Professor Augusto Lins E Silva;454;Apto 1101 Edf Cícero Sales;931000;Boa Viagem;1993;813.25;329.31;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-22;Bom;Apartamento;2021;Sul;Fevereiro
13373;Rua Dr Luiz Inacio Pessoa De Melo;184;Apto 0702 Edf Richelieu;410000;Boa Viagem;1987;780.0;140.84;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-05;Bom;Apartamento;2021;Sul;Outubro
13374;Rua Dr Luiz Inacio Pessoa De Melo;384;Apto 0301 Edf Cláudia;280000;Boa Viagem;1980;390.0;141.64;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-11-12;Bom;Apartamento;2021;Sul;Novembro
13375;Rua Sa E Souza;803;Apto 0502 Edf Edivana;225000;Boa Viagem;1993;566.72;72.1;Médio;Apartamento > 4 Pavimentos;Residencial;2021-09-23;Bom;Apartamento;2021;Sul;Setembro
13376;Rua Jornalista Alfredo Porto Silveira;312;Apto 0204 Edf Lina Arcuri;230000;Boa Viagem;1985;762.62;74.35;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-08-24;Bom;Apartamento;2021;Sul;Agosto
13377;Rua Sideral;295;Apto 0205 Edf Astra;200920;Boa Viagem;2004;1298.78;75.35;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-02-03;Bom;Apartamento;2021;Sul;Fevereiro
13378;Rua Sideral;295;Apto 0106 Edf Astra;199661;Boa Viagem;2004;1298.78;75.35;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-01-27;Bom;Apartamento;2021;Sul;Janeiro
13379;Rua Waldemar Nery Carneiro Monteiro;669;Apto 0203 Edf Pietro Neto;225451;Boa Viagem;1983;599.5;85.27;Simples;Apartamento > 4 Pavimentos;Residencial;2021-06-21;Bom;Apartamento;2021;Sul;Junho
13380;Rua Almirante Batista Leao;53;Apto 503 Edf Tree Park;485841;Boa Viagem;2005;934.0;144.93;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-11;Bom;Apartamento;2021;Sul;Novembro
13381;Rua Almirante Batista Leao;53;Apto 1002 Edf Tree Park;511850;Boa Viagem;2005;934.0;148.75;Médio;Apartamento > 4 Pavimentos;Residencial;2021-07-12;Bom;Apartamento;2021;Sul;Julho
13382;Rua Almirante Batista Leao;53;Apto 904 Edf Tree Park;498206;Boa Viagem;2005;934.0;144.93;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-14;Bom;Apartamento;2021;Sul;Outubro
13383;Rua Almirante Batista Leao;53;Apto 904 Edf Tree Park;498206;Boa Viagem;2005;934.0;144.93;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-08;Bom;Apartamento;2021;Sul;Outubro
13384;Rua Almirante Batista Leao;53;Apto 904 Edf Tree Park;498206;Boa Viagem;2005;934.0;144.93;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-19;Bom;Apartamento;2021;Sul;Outubro
13385;Rua Almirante Batista Leao;43;Apto 402 Edf Costa Das Palmeiras;220587;Boa Viagem;2019;2051.5;63.2;Médio;Apartamento > 4 Pavimentos;Residencial;2021-05-04;Bom;Apartamento;2021;Sul;Maio
13386;Rua Almirante Batista Leao;43;Apto 406 Edf Costa Das Palmeiras;220977;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-08;Bom;Apartamento;2021;Sul;Março
13387;Rua Almirante Batista Leao;43;Apto 406 Edf Costa Das Palmeiras;220977;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-31;Bom;Apartamento;2021;Sul;Março
13388;Rua Almirante Batista Leao;43;Apto 1003 Edf Costa Das Palmeiras;229466;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-22;Bom;Apartamento;2021;Sul;Março
13389;Rua Almirante Batista Leao;43;Apto 1004 Edf Costa Das Palmeiras;229466;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-12-14;Bom;Apartamento;2021;Sul;Dezembro
13390;Rua Almirante Batista Leao;43;Apto 2001 Edf Costa Das Palmeiras;479216;Boa Viagem;2019;2051.5;147.47;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13391;Rua Almirante Batista Leao;43;Apto 2001 Edf Costa Das Palmeiras;479216;Boa Viagem;2019;2051.5;147.47;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13392;Rua Almirante Batista Leao;43;Apto 2003 Edf Costa Das Palmeiras;244345;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13393;Rua Almirante Batista Leao;43;Apto 2003 Edf Costa Das Palmeiras;244345;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13394;Rua Almirante Batista Leao;43;Apto 2005 Edf Costa Das Palmeiras;244345;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-23;Bom;Apartamento;2021;Sul;Fevereiro
13395;Rua Almirante Batista Leao;43;Apto 2005 Edf Costa Das Palmeiras;244345;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13396;Rua Almirante Batista Leao;43;Apto 2002 Edf Costa Das Palmeiras;244345;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-23;Bom;Apartamento;2021;Sul;Abril
13397;Rua Almirante Batista Leao;43;Apto 2006 Edf Costa Das Palmeiras;479216;Boa Viagem;2019;2051.5;147.47;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-23;Bom;Apartamento;2021;Sul;Abril
13398;Rua Almirante Batista Leao;43;Apto 1005 Edf Costa Das Palmeiras;229466;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-01-13;Bom;Apartamento;2021;Sul;Janeiro
13399;Rua Almirante Batista Leao;43;Apto 107 Edf Costa Das Palmeiras;216469;Boa Viagem;2019;2051.5;63.2;Médio;Apartamento > 4 Pavimentos;Residencial;2021-12-27;Bom;Apartamento;2021;Sul;Dezembro
13400;Rua Alm Batista Leao;43;Apto 901 Edf Costa Das Palmeiras;414345;Boa Viagem;2019;2051.5;134.0;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-10;Bom;Apartamento;2021;Sul;Fevereiro
13401;Rua Almirante Batista Leao;43;Apto 302 Edf Costa Das Palmeiras;219206;Boa Viagem;2019;2051.5;63.2;Médio;Apartamento > 4 Pavimentos;Residencial;2021-07-27;Bom;Apartamento;2021;Sul;Julho
13402;Rua Almirante Batista Leao;43;Apto 906 Edf Costa Das Palmeiras;365023;Boa Viagem;2019;2051.5;114.3;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-13;Bom;Apartamento;2021;Sul;Abril
13403;Rua Almirante Batista Leao;43;Apto 1104 Edf Costa Das Palmeiras;230912;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-09-13;Bom;Apartamento;2021;Sul;Setembro
13404;Rua Almirante Batista Leao;43;Apto 1105 Edf Costa Das Palmeiras;230912;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-11-25;Bom;Apartamento;2021;Sul;Novembro
13405;Rua Almirante Batista Leao;43;Apto 1106 Edf Costa Das Palmeiras;369639;Boa Viagem;2019;2051.5;114.3;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-09;Bom;Apartamento;2021;Sul;Março
13406;Rua Almirante Batista Leao;43;Apto 1202 Edf Costa Das Palmeiras;232367;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-30;Bom;Apartamento;2021;Sul;Abril
13407;Rua Almirante Batista Leao;43;Apto 1203 Edf Costa Das Palmeiras;232367;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-08-09;Bom;Apartamento;2021;Sul;Agosto
13408;Rua Almirante Batista Leao;43;Apto 1406 Edf Costa Das Palmeiras;376672;Boa Viagem;2019;2051.5;114.3;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-20;Bom;Apartamento;2021;Sul;Outubro
13409;Rua Almirante Batista Leao;43;Apto 1502 Edf Costa Das Palmeiras;236789;Boa Viagem;2019;2051.5;63.34;Médio;Apartamento > 4 Pavimentos;Residencial;2021-09-13;Bom;Apartamento;2021;Sul;Setembro
