Index;Logradouro;Numero;Complemento;Valor_Avaliacao;Bairro;Ano_Construcao;Area_Terreno;Area_Construida;Padrao_Acabamento;Tipo_Construcao;Tipo_Ocupacao;Data_Transacao;Estado_Conservacao;Tipo_Imovel;Ano;Região;Mes
0;Rua Caio Pereira;375;Apto 1102 Edf Luar Do Rosarinho;400000;Encruzilhada;2007;798.91;118.64;Médio;Apartamento > 4 Pavimentos;Residencial;2021-10-20;Bom;Apartamento;2021;Norte;Outubro
1;Rua Caio Pereira;800;Apto 1103 Edf Sainte Juliana;553562;Encruzilhada;2017;1295.39;145.49;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-06;Bom;Apartamento;2021;Norte;Janeiro
2;Rua Caio Pereira;800;Apto 1201 Edf Sainte Juliana;610000;Encruzilhada;2017;1295.39;145.68;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-27;Bom;Apartamento;2021;Norte;Abril
3;Rua Caio Pereira;800;Apto 503 Edf Sainte Juliana;537502;Encruzilhada;2017;1295.39;145.49;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-08;Bom;Apartamento;2021;Norte;Setembro
4;Rua Caio Pereira;800;Apto 603 Edf Sainte Juliana;620000;Encruzilhada;2017;1295.39;145.49;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-24;Bom;Apartamento;2021;Norte;Maio
5;Rua Caio Pereira;800;Apto 1902 Edf Sainte Juliana;680000;Encruzilhada;2017;1295.39;145.8;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-15;Bom;Apartamento;2021;Norte;Dezembro
6;Rua Caio Pereira;800;Apto 1602 Edf Sainte Juliana;650000;Encruzilhada;2017;1295.39;145.8;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-13;Bom;Apartamento;2021;Norte;Outubro
7;Rua Caio Pereira;334;Apto 902 Edf Essenza Rosarinho;671292;Encruzilhada;2011;1737.63;183.6;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-27;Bom;Apartamento;2021;Norte;Outubro
8;Rua Caio Pereira;334;Apto 2601 Edf Essenza Rosarinho;29613;Encruzilhada;2011;1737.63;183.6;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-10;Bom;Apartamento;2021;Norte;Março
9;Rua Caio Pereira;334;Apto 2601 Edf Essenza Rosarinho;820000;Encruzilhada;2011;1737.63;183.6;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-27;Bom;Apartamento;2021;Norte;Janeiro
10;Rua Caio Pereira;334;Apto 2402 Edf Essenza Rosarinho;1050000;Encruzilhada;2011;1737.63;183.6;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-09;Bom;Apartamento;2021;Norte;Outubro
11;Rua Caio Pereira;390;Apto 1001 Edf Acantis;630000;Encruzilhada;2005;1147.48;179.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-22;Bom;Apartamento;2021;Norte;Junho
12;Rua Caio Pereira;390;Apto 1201 Edf Acantis;620000;Encruzilhada;2005;1147.48;179.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-16;Bom;Apartamento;2021;Norte;Março
13;Rua Belmiro Correa;59;Apto 1302 Edf. Jardim Monet;827815;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-09;Bom;Apartamento;2021;Norte;Junho
14;Rua Belmiro Correa;59;Apto 1302 Edf. Jardim Monet;827815;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-09;Bom;Apartamento;2021;Norte;Junho
15;Rua Belmiro Correa;59;Apto 102 Edf. Jardim Monet;801000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-12;Bom;Apartamento;2021;Norte;Agosto
16;Rua Belmiro Correa;59;Apto 201 Edf. Jardim Monet;784318;Encruzilhada;2021;1509.37;187.89;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-06;Bom;Apartamento;2021;Norte;Julho
17;Rua Belmiro Correa;59;Apto 502 Edf. Jardim Monet;795949;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-14;Bom;Apartamento;2021;Norte;Setembro
18;Rua Belmiro Correa;59;Apto 601 Edf. Jardim Monet;799865;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-27;Bom;Apartamento;2021;Norte;Outubro
19;Rua Belmiro Correa;59;Apto 701 Edf. Jardim Monet;833000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-28;Bom;Apartamento;2021;Norte;Setembro
20;Rua Belmiro Correa;59;Apto 801 Edf. Jardim Monet;807753;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-29;Bom;Apartamento;2021;Norte;Junho
21;Rua Belmiro Correa;59;Apto 802 Edf. Jardim Monet;807753;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-08;Bom;Apartamento;2021;Norte;Setembro
22;Rua Belmiro Correa;59;Apto 1002 Edf. Jardim Monet;835000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-27;Bom;Apartamento;2021;Norte;Julho
23;Rua Belmiro Correa;59;Apto 901 Edf. Jardim Monet;811726;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-07;Bom;Apartamento;2021;Norte;Julho
24;Rua Belmiro Correa;59;Apto 901 Edf. Jardim Monet;19044;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-12;Bom;Apartamento;2021;Norte;Julho
25;Rua Belmiro Correa;59;Apto 1001 Edf. Jardim Monet;830000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-16;Bom;Apartamento;2021;Norte;Novembro
26;Rua Belmiro Correa;59;Apto 1001 Edf. Jardim Monet;795949;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-06;Bom;Apartamento;2021;Norte;Agosto
27;Rua Belmiro Correa;59;Apto 1102 Edf. Jardim Monet;819731;Encruzilhada;2021;1509.37;187.89;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-06;Bom;Apartamento;2021;Norte;Agosto
28;Rua Belmiro Correa;59;Apto 1201 Edf. Jardim Monet;823763;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-28;Bom;Apartamento;2021;Norte;Outubro
29;Rua Belmiro Correa;59;Apto 1201 Edf. Jardim Monet;823763;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-18;Bom;Apartamento;2021;Norte;Agosto
30;Rua Belmiro Correa;59;Apto 1202 Edf. Jardim Monet;823763;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-07;Bom;Apartamento;2021;Norte;Junho
31;Rua Belmiro Correa;59;Apto 1202 Edf. Jardim Monet;823763;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-08;Bom;Apartamento;2021;Norte;Outubro
32;Rua Belmiro Correa;59;Apto 1401 Edf. Jardim Monet;831887;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-15;Bom;Apartamento;2021;Norte;Junho
33;Rua Belmiro Correa;59;Apto 1702 Edf. Jardim Monet;844224;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-09;Bom;Apartamento;2021;Norte;Julho
34;Rua Belmiro Correa;59;Apto 1801 Edf. Jardim Monet;870000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-08;Bom;Apartamento;2021;Norte;Junho
35;Rua Belmiro Correa;59;Apto 1902 Edf. Jardim Monet;270000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-08;Bom;Apartamento;2021;Norte;Junho
36;Rua Belmiro Correa;59;Apto 2001 Edf. Jardim Monet;950948;Encruzilhada;2021;1509.37;210.45;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-14;Bom;Apartamento;2021;Norte;Julho
37;Rua Belmiro Correa;59;Apto 2101 Edf. Jardim Monet;860957;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-25;Bom;Apartamento;2021;Norte;Junho
38;Rua Belmiro Correa;59;Apto 2102 Edf. Jardim Monet;860957;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-03;Bom;Apartamento;2021;Norte;Julho
39;Rua Belmiro Correa;59;Apto 2201 Edf. Jardim Monet;865192;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-13;Bom;Apartamento;2021;Norte;Julho
40;Rua Belmiro Correa;59;Apto 2202 Edf. Jardim Monet;865192;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-29;Bom;Apartamento;2021;Norte;Outubro
41;Rua Belmiro Correa;59;Apto 2301 Edf. Jardim Monet;869448;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-22;Bom;Apartamento;2021;Norte;Julho
42;Rua Belmiro Correa;59;Apto 2401 Edf. Jardim Monet;873725;Encruzilhada;2021;1509.37;187.89;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-18;Bom;Apartamento;2021;Norte;Junho
43;Rua Belmiro Correa;59;Apto 2402 Edf. Jardim Monet;900000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-14;Bom;Apartamento;2021;Norte;Dezembro
44;Rua Belmiro Correa;59;Apto 2402 Edf. Jardim Monet;873725;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-15;Bom;Apartamento;2021;Norte;Junho
45;Rua Belmiro Correa;59;Apto 2501 Edf. Jardim Monet;878022;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-06;Bom;Apartamento;2021;Norte;Outubro
46;Rua Belmiro Correa;59;Apto 1501 Edf. Jardim Monet;884000;Encruzilhada;2021;1509.37;187.9;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-25;Bom;Apartamento;2021;Norte;Novembro
47;Rua Doutor Jose Maria;578;Apto 0101 Edf Praia De Ceres;498555;Encruzilhada;2002;861.0;184.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-26;Bom;Apartamento;2021;Norte;Janeiro
48;Rua Doutor Jose Maria;578;Apto 0202 Edf Praia De Ceres;501008;Encruzilhada;2002;861.0;184.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-16;Bom;Apartamento;2021;Norte;Novembro
49;Rua Doutor Jose Maria;578;Apto 0801 Edf Praia De Ceres;515977;Encruzilhada;2002;861.0;184.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-05;Bom;Apartamento;2021;Norte;Março
50;Rua Doutor Jose Maria;578;Apto 0801 Edf Praia De Ceres;515977;Encruzilhada;2002;861.0;184.77;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-11;Bom;Apartamento;2021;Norte;Maio
51;Rua Doutor Jose Maria;600;Apto 1601 Edf Maria Rosa;614000;Encruzilhada;2010;2431.0;139.58;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-07;Bom;Apartamento;2021;Norte;Julho
52;Rua Doutor Jose Maria;600;Apto 2004 Edf Maria Rosa;539514;Encruzilhada;2010;2431.0;139.58;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-22;Bom;Apartamento;2021;Norte;Fevereiro
53;Rua Doutor Jose Maria;600;Apto 2004 Edf Maria Rosa;539514;Encruzilhada;2010;2431.0;139.58;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-15;Bom;Apartamento;2021;Norte;Fevereiro
54;Rua Doutor Jose Maria;658;Apto 101 Edf Casa Rosada;1250000;Encruzilhada;2010;3090.5;244.73;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-24;Bom;Apartamento;2021;Norte;Agosto
55;Rua Doutor Jose Maria;658;Apto 1302 Edf Casa Rosada;1250000;Encruzilhada;2010;3090.5;244.73;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-14;Bom;Apartamento;2021;Norte;Janeiro
56;Rua Doutor Jose Maria;658;Apto 1902 Edf Casa Rosada;520000;Encruzilhada;2010;3090.5;244.73;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-25;Bom;Apartamento;2021;Norte;Março
57;Rua Doutor Jose Maria;658;Apto 2502 Edf Casa Rosada;1360000;Encruzilhada;2010;3090.5;244.73;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-01;Bom;Apartamento;2021;Norte;Dezembro
58;Rua Doutor Jose Maria;430;Apto A;120000;Encruzilhada;1963;580.0;60.0;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-12-15;Bom;Apartamento;2021;Norte;Dezembro
59;Rua Doutor Jose Maria;430;Apto A;120000;Encruzilhada;1963;580.0;60.0;Simples;Apartamento <= 4 Pavimentos;Residencial;2021-12-30;Bom;Apartamento;2021;Norte;Dezembro
60;Rua Doutor Jose Maria;512;Apto 302 Privilege Rosarinho;530000;Encruzilhada;2016;1619.23;122.37;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-05;Bom;Apartamento;2021;Norte;Fevereiro
61;Rua Doutor Jose Maria;512;Apto 701 Privilege Rosarinho;410000;Encruzilhada;2016;1619.23;100.79;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-24;Bom;Apartamento;2021;Norte;Agosto
62;Rua Doutor Jose Maria;512;Apto 1202 Privilege Rosarinho;540000;Encruzilhada;2016;1619.23;122.37;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-14;Bom;Apartamento;2021;Norte;Dezembro
63;Rua Doutor Jose Maria;512;Apto 1605 Privilege Rosarinho;400000;Encruzilhada;2016;1619.23;100.79;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-01;Bom;Apartamento;2021;Norte;Dezembro
64;Av Norte Miguel Arraes De Alencar;3323;Casa 1And;1134970;Rosarinho;1954;577.25;149.7;Médio;Casa;Comercial;2021-11-10;Bom;Casa;2021;Norte;Novembro
65;Av Norte Miguel Arraes De Alencar;3311;Nan;1106357;Rosarinho;1957;557.05;173.1;Médio;Casa;Comercial;2021-11-10;Bom;Casa;2021;Norte;Novembro
66;Av Norte Miguel Arraes De Alencar;3301;Nan;1373666;Rosarinho;1998;501.8;407.95;Médio;Casa;Comercial;2021-11-10;Bom;Casa;2021;Norte;Novembro
67;Av Norte Miguel Arraes De Alencar;3257;Nan;4385000;Rosarinho;1998;1830.17;961.48;Simples;Edificação Especial;Comercial;2021-07-01;Bom;Edificação Especial;2021;Norte;Julho
68;Rua Andre Reboucas;106;Apto 1204 Edf Bellagio Residence;160000;Rosarinho;2015;610.36;44.36;Médio;Apartamento > 4 Pavimentos;Residencial;2021-08-12;Bom;Apartamento;2021;Norte;Agosto
69;Rua Andre Reboucas;106;Apto 304 Edf Bellagio Residence;180000;Rosarinho;2015;610.36;58.85;Médio;Apartamento > 4 Pavimentos;Residencial;2021-04-23;Bom;Apartamento;2021;Norte;Abril
70;Rua Andre Reboucas;106;Apto 302 Edf Bellagio Residence;197000;Rosarinho;2015;610.36;59.74;Médio;Apartamento > 4 Pavimentos;Residencial;2021-08-03;Bom;Apartamento;2021;Norte;Agosto
71;Rua Engenheiro Sampaio;68;Apto 305 Splendid Rosarinho;422000;Rosarinho;2014;2202.75;99.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-04;Bom;Apartamento;2021;Norte;Maio
72;Rua Engenheiro Sampaio;68;Apto 1504 Splendid Rosarinho;250000;Rosarinho;2014;2202.75;59.93;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-05;Bom;Apartamento;2021;Norte;Fevereiro
73;Rua Engenheiro Sampaio;68;Apto 1505 Splendid Rosarinho;377646;Rosarinho;2014;2202.75;99.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-01;Bom;Apartamento;2021;Norte;Dezembro
74;Rua Engenheiro Sampaio;68;Apto 1405 Splendid Rosarinho;420000;Rosarinho;2014;2202.75;99.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-13;Bom;Apartamento;2021;Norte;Abril
75;Rua Engenheiro Sampaio;68;Apto 1402 Splendid Rosarinho;460000;Rosarinho;2014;2202.75;99.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-09-24;Bom;Apartamento;2021;Norte;Setembro
76;Rua Engenheiro Sampaio;68;Apto 1801 Splendid Rosarinho;250000;Rosarinho;2014;2202.75;57.12;Superior;Apartamento > 4 Pavimentos;Residencial;2021-02-25;Bom;Apartamento;2021;Norte;Fevereiro
77;Rua Engenheiro Sampaio;68;Apto 1905 Splendid Rosarinho;435000;Rosarinho;2014;2202.75;99.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-12;Bom;Apartamento;2021;Norte;Julho
78;Rua Engenheiro Sampaio;110;Apto 1002 Edf Villa Aguinaldo Jurema;675000;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-06;Bom;Apartamento;2021;Norte;Abril
79;Rua Eng Sampaio;110;Apto 101 Edf Villa Aguinaldo Jurema;633324;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-18;Bom;Apartamento;2021;Norte;Março
80;Rua Eng Sampaio;110;Apto 502 Edf Villa Aguinaldo Jurema;780000;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-29;Bom;Apartamento;2021;Norte;Dezembro
81;Rua Eng Sampaio;110;Apto 902 Edf Villa Aguinaldo Jurema;658680;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-25;Bom;Apartamento;2021;Norte;Outubro
82;Rua Eng Sampaio;110;Apto 1102 Edf Villa Aguinaldo Jurema;665175;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-14;Bom;Apartamento;2021;Norte;Maio
83;Rua Eng Sampaio;110;Apto 1202 Edf Villa Aguinaldo Jurema;668447;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-01;Bom;Apartamento;2021;Norte;Julho
84;Rua Eng Sampaio;110;Apto 1902 Edf Villa Aguinaldo Jurema;730000;Rosarinho;2016;1084.52;180.0;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-08;Bom;Apartamento;2021;Norte;Junho
85;Rua Engenheiro Sampaio;218;Apto 2402 Edf Quinta Das Baronesas;714342;Rosarinho;2014;1361.43;177.47;Superior;Apartamento > 4 Pavimentos;Residencial;2021-05-13;Bom;Apartamento;2021;Norte;Maio
86;Rua Andre Reboucas;109;Nan;1286588;Rosarinho;1958;507.0;222.03;Médio;Casa;Residencial;2021-12-28;Bom;Casa;2021;Norte;Dezembro
87;Rua Andre Reboucas;91;Nan;1027018;Rosarinho;1950;507.0;217.51;Médio;Casa;Residencial;2021-12-28;Bom;Casa;2021;Norte;Dezembro
88;Rua Andre Reboucas;91;Nan;1027018;Rosarinho;1950;507.0;217.51;Médio;Casa;Residencial;2021-10-28;Bom;Casa;2021;Norte;Outubro
89;Rua Andre Reboucas;45;Apto 402 Edf David Becker;308666;Rosarinho;2013;2610.0;207.27;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-10;Bom;Apartamento;2021;Norte;Dezembro
90;Rua Andre Reboucas;45;Apto 2202 Edf David Becker;842922;Rosarinho;2013;2610.0;207.27;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-08;Bom;Apartamento;2021;Norte;Outubro
91;Rua Andre Reboucas;45;Apto 3501 Edf David Becker;898443;Rosarinho;2013;2610.0;207.27;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-11;Bom;Apartamento;2021;Norte;Janeiro
92;Rua Andre Reboucas;45;Apto 3802 Edf David Becker;980000;Rosarinho;2013;2610.0;207.27;Superior;Apartamento > 4 Pavimentos;Residencial;2021-03-31;Bom;Apartamento;2021;Norte;Março
93;Rua Engenheiro Sampaio;59;Apto 702 Edf Gran Parc Premium-Bloco A;950000;Rosarinho;2015;2961.24;184.61;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-04;Bom;Apartamento;2021;Norte;Agosto
94;Rua Engenheiro Sampaio;59;Apto 1402 Edf Gran Parc Premium-Bloco B;700000;Rosarinho;2015;2961.24;151.32;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-30;Bom;Apartamento;2021;Norte;Junho
95;Rua Engenheiro Sampaio;59;Apto 2402 Edf Gran Parc Premium-Bloco B;765000;Rosarinho;2015;2961.24;151.32;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-26;Bom;Apartamento;2021;Norte;Novembro
96;Rua Engenheiro Sampaio;59;Apto 2802 Edf Gran Parc Premium-Bloco B;734555;Rosarinho;2015;2961.24;151.32;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-21;Bom;Apartamento;2021;Norte;Junho
97;Rua Engenheiro Sampaio;59;Apto 1401 Edf Gran Parc Premium-Bloco A;830000;Rosarinho;2015;2961.24;184.61;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-12;Bom;Apartamento;2021;Norte;Janeiro
98;Av Santos Dumont;815;Apto 2101 Edf Pedra Do Sitio Das Roseiras;730000;Rosarinho;2008;1020.0;148.26;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-27;Bom;Apartamento;2021;Norte;Outubro
99;Av Santos Dumont;815;Apto 2501 Edf Pedra Do Sitio Das Roseiras;6866;Rosarinho;2008;1020.0;148.26;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-07;Bom;Apartamento;2021;Norte;Outubro
100;Av Santos Dumont;815;Apto 2501 Edf Pedra Do Sitio Das Roseiras;535000;Rosarinho;2008;1020.0;148.26;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-27;Bom;Apartamento;2021;Norte;Agosto
101;Rua Caio Pereira;275;Apto 0201 Edf Artemis;518295;Rosarinho;1999;1075.2;162.45;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-01;Bom;Apartamento;2021;Norte;Março
102;Rua Caio Pereira;275;Apto 1602 Edf Artemis;555151;Rosarinho;1999;1075.2;162.45;Médio;Apartamento > 4 Pavimentos;Residencial;2021-02-19;Bom;Apartamento;2021;Norte;Fevereiro
103;Rua Caio Pereira;275;Apto 1002 Edf Artemis;539045;Rosarinho;1999;1075.2;162.45;Médio;Apartamento > 4 Pavimentos;Residencial;2021-03-23;Bom;Apartamento;2021;Norte;Março
104;Rua Caio Pereira;225;Apto 801 Edf Maria Luiza;730000;Rosarinho;2012;2179.25;172.78;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-29;Bom;Apartamento;2021;Norte;Novembro
105;Rua Caio Pereira;225;Apto 1201 Edf Maria Luiza;740000;Rosarinho;2012;2179.25;172.78;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-07;Bom;Apartamento;2021;Norte;Outubro
106;Rua Caio Pereira;225;Apto 902 Edf Maria Luiza;680000;Rosarinho;2012;2179.25;165.37;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-14;Bom;Apartamento;2021;Norte;Abril
107;Rua Caio Pereira;225;Apto 1102 Edf Maria Luiza;750000;Rosarinho;2012;2179.25;165.37;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-02;Bom;Apartamento;2021;Norte;Agosto
108;Rua Caio Pereira;225;Apto 2401 Edf Maria Luiza;687881;Rosarinho;2012;2179.25;172.78;Superior;Apartamento > 4 Pavimentos;Residencial;2021-07-08;Bom;Apartamento;2021;Norte;Julho
109;Rua Caio Pereira;225;Apto 2802 Edf Maria Luiza;700000;Rosarinho;2012;2179.25;165.37;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-23;Bom;Apartamento;2021;Norte;Agosto
110;Rua Caio Pereira;175;Apto 301 Edf Maria Esther;100566;Rosarinho;2009;1050.63;189.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-11-18;Bom;Apartamento;2021;Norte;Novembro
111;Rua Caio Pereira;175;Apto 702 Edf Maria Esther;800000;Rosarinho;2009;1050.63;189.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-21;Bom;Apartamento;2021;Norte;Janeiro
112;Rua Caio Pereira;175;Apto 902 Edf Maria Esther;780000;Rosarinho;2009;1050.63;189.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-06;Bom;Apartamento;2021;Norte;Abril
113;Rua Caio Pereira;175;Apto 902 Edf Maria Esther;780000;Rosarinho;2009;1050.63;189.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-06;Bom;Apartamento;2021;Norte;Abril
114;Rua Caio Pereira;175;Apto 1001 Edf Maria Esther;720000;Rosarinho;2009;1050.63;189.82;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-13;Bom;Apartamento;2021;Norte;Abril
115;Av Santos Dumont;725;Apto 2802 Edf Desb Dirceu Borges;940000;Rosarinho;2008;1918.49;200.45;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-14;Bom;Apartamento;2021;Norte;Janeiro
116;Rua Doutor Jose Maria;792;Apto 202 Edf Parque Da Jaqueira Home Service;291143;Rosarinho;2011;1129.36;74.84;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-20;Bom;Apartamento;2021;Norte;Janeiro
117;Rua Doutor Jose Maria;792;Apto 203 Edf Parque Da Jaqueira Home Service;266899;Rosarinho;2011;1129.36;74.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-28;Bom;Apartamento;2021;Norte;Outubro
118;Rua Doutor Jose Maria;792;Apto 405 Edf Parque Da Jaqueira Home Service;269399;Rosarinho;2011;1129.36;74.84;Superior;Apartamento > 4 Pavimentos;Residencial;2021-12-27;Bom;Apartamento;2021;Norte;Dezembro
119;Rua Doutor Jose Maria;792;Apto 301 Edf Parque Da Jaqueira Home Service;266398;Rosarinho;2011;1129.36;74.33;Superior;Apartamento > 4 Pavimentos;Residencial;2021-08-12;Bom;Apartamento;2021;Norte;Agosto
120;Rua Doutor Jose Maria;792;Apto 303 Edf Parque Da Jaqueira Home Service;289543;Rosarinho;2011;1129.36;74.88;Superior;Apartamento > 4 Pavimentos;Residencial;2021-01-25;Bom;Apartamento;2021;Norte;Janeiro
121;Rua Doutor Jose Maria;792;Apto 1201 Edf Parque Da Jaqueira Home Service;278426;Rosarinho;2011;1129.36;74.33;Superior;Apartamento > 4 Pavimentos;Residencial;2021-06-23;Bom;Apartamento;2021;Norte;Junho
122;Rua Regueira Costa;287;Apto 1001 Edf Saint Guilherme;700000;Rosarinho;2013;1166.23;165.25;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-13;Bom;Apartamento;2021;Norte;Abril
123;Rua Regueira Costa;287;Apto 2301 Edf Saint Guilherme;710000;Rosarinho;2013;1166.23;165.25;Superior;Apartamento > 4 Pavimentos;Residencial;2021-04-27;Bom;Apartamento;2021;Norte;Abril
124;Rua Regueira Costa;287;Apto 301 Edf Saint Guilherme;718000;Rosarinho;2013;1166.23;165.25;Superior;Apartamento > 4 Pavimentos;Residencial;2021-10-27;Bom;Apartamento;2021;Norte;Outubro
